GEMS Station Number;Sample Date;Sample Time;Depth;Parameter Code;Analysis Method Code;Value Flags;Value;Unit;Data Quality;Status
KEN00001;1986-08-04;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;7.5;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;SiO2-Rea;COL-HB;;4.9;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;TRP;COL-SnCl;;0.03;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;SO4-Dis;SO4-TURB;;0.32;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;17.0;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;K-Dis;FPD;;20.0;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;12.0;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.15;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.9;mg/l;Fair;
KEN00001;1986-08-04;12:00;0.3;Q-Inst;W-Q-GAUGE;;1884.2;m³/s;Fair;
KEN00001;1986-10-16;12:00;0.3;EC;EC-CND-Pt;;370.0;µS/cm;Fair;
KEN00001;1986-10-16;12:00;0.3;NO2N;COL-AZO;<;0.01;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;NO3N;COL-BRU;<;0.01;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;F-Dis;F-ISE;;1.64;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;162.0;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;pH;pH-POT-25;;8.6;---;Fair;
KEN00001;1986-10-16;12:00;0.3;Na-Dis;FAAS-AAc-D;;40.0;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;9.0;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;TRP;COL-SnCl;;0.14;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;SO4-Dis;SO4-TURB;;17.0;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;18.0;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;K-Dis;FPD;;33.0;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;16.0;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.04;mg/l;Fair;
KEN00001;1986-10-16;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;1.5;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;6.9;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.24;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;6.9;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;K-Dis;FPD;;20.0;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;18.0;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;SO4-Dis;SO4-TURB;;5.6;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;TRP;COL-SnCl;;0.06;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;7.2;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;Na-Dis;FAAS-AAc-D;;48.0;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;pH;pH-POT-25;;8.0;---;Fair;
KEN00001;1986-10-28;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;148.0;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;F-Dis;F-ISE;;1.8;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;NO3N;COL-BRU;;0.04;mg/l;Fair;
KEN00001;1986-10-28;12:00;0.3;EC;EC-CND-Pt;;385.0;µS/cm;Fair;
KEN00001;1987-02-02;12:00;0.3;Pb-Tot;FAAS-AAc-D-NA;;1.2;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Cd-Tot;FAAS-AAc-D;<;0.1;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Zn-Tot;FAAS-APr-D-NA;;0.1;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Cu-Tot;FAAS-APr-D-NA;<;0.1;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;4.0;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.36;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;8.9;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;K-Dis;FPD;;28.0;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;19.0;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;SO4-Dis;SO4-TURB;<;0.3;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;TRP;COL-SnCl;;0.01;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;SiO2-Rea;COL-HB;;11.0;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;8.2;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;Na-Dis;FAAS-AAc-D;;56.0;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;pH;pH-POT-25;;8.9;---;Fair;
KEN00001;1987-02-02;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;164.0;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;F-Dis;F-ISE;;1.9;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;COD;T-COL-K2CrO7;;40.0;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;BOD;BOD-T-COL-AZD;;5.0;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;O2-Dis;O2-ISE;;8.1;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;NO3N;COL-BRU;;0.04;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;NO2N;COL-AZO;;0.01;mg/l;Fair;
KEN00001;1987-02-02;12:00;0.3;EC;EC-CND-Pt;;385.0;µS/cm;Fair;
KEN00001;1987-04-16;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.3;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.21;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;12.0;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;K-Dis;FPD;;25.0;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;19.0;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;SO4-Dis;SO4-TURB;;0.18;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;10.0;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;Na-Dis;FAAS-AAc-D;;45.0;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;pH;pH-POT-25;;8.7;---;Fair;
KEN00001;1987-04-16;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;182.0;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;F-Dis;F-ISE;;2.1;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;COD;T-COL-K2CrO7;;107.0;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;BOD;BOD-T-COL-AZD;;6.0;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;O2-Dis;O2-ISE;;6.6;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;NO3N;COL-BRU;;0.02;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;NO2N;COL-AZO;<;0.01;mg/l;Fair;
KEN00001;1987-04-16;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00001;1987-04-16;12:00;0.3;EC;EC-CND-Pt;;396.0;µS/cm;Fair;
KEN00001;1988-03-13;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;2.5;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.6;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;4.0;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;K-Dis;FPD;;46.0;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;40.0;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;SO4-Dis;SO4-TURB;;0.3;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;TRP;COL-SnCl;;0.05;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;44.0;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;Na-Dis;FAAS-AAc-D;;87.0;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;pH;pH-POT-25;;8.8;---;Fair;
KEN00001;1988-03-13;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;188.0;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;F-Dis;F-ISE;;3.4;mg/l;Fair;
KEN00001;1988-03-13;12:00;0.3;EC;EC-CND-Pt;;492.0;µS/cm;Fair;
KEN00002;1986-03-27;12:00;0.3;EC;EC-CND-Pt;;160.0;µS/cm;Fair;
KEN00002;1986-03-27;12:00;0.3;NO2N;COL-AZO;<;0.01;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;NO3N;COL-BRU;<;0.01;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;F-Dis;F-ISE;;0.95;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;66.0;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;pH;pH-POT-25;;8.2;---;Fair;
KEN00002;1986-03-27;12:00;0.3;Na-Dis;FAAS-AAc-D;;18.0;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.0;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;SO4-Dis;SO4-TURB;;1.7;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;9.0;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;K-Dis;FPD;;5.0;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;3.1;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.07;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.6;mg/l;Fair;
KEN00002;1986-03-27;12:00;0.3;Q-Inst;W-Q-GAUGE;;11.75;m³/s;Fair;
KEN00002;1987-02-10;12:00;0.3;EC;EC-CND-Pt;;155.0;µS/cm;Fair;
KEN00002;1987-02-10;12:00;0.3;NO2N;COL-AZO;;0.02;mg/l;Fair;
KEN00002;1987-02-10;12:00;0.3;NO3N;COL-BRU;;1.1;mg/l;Fair;
KEN00002;1987-02-10;12:00;0.3;F-Dis;F-ISE;;0.3;mg/l;Fair;
KEN00002;1987-02-10;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;24.0;mg/l;Fair;
KEN00002;1987-02-10;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00002;1987-02-10;12:00;0.3;TRP;COL-SnCl;;0.3;mg/l;Fair;
KEN00002;1987-02-10;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;2.0;mg/l;Fair;
KEN00002;1987-02-10;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00002;1987-02-10;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.01;mg/l;Fair;
KEN00002;1987-02-10;12:00;0.3;Q-Inst;W-Q-GAUGE;;11.94;m³/s;Fair;
KEN00002;1987-04-23;12:00;0.3;Q-Inst;W-Q-GAUGE;;12.02;m³/s;Fair;
KEN00002;1987-04-23;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.02;mg/l;Fair;
KEN00002;1987-04-23;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00002;1987-04-23;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;8.0;mg/l;Fair;
KEN00002;1987-04-23;12:00;0.3;TRP;COL-SnCl;;0.45;mg/l;Fair;
KEN00002;1987-04-23;12:00;0.3;pH;pH-POT-25;;7.2;---;Fair;
KEN00002;1987-04-23;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;84.0;mg/l;Fair;
KEN00002;1987-04-23;12:00;0.3;BOD;BOD-T-COL-AZD;;2.65;mg/l;Fair;
KEN00002;1987-04-23;12:00;0.3;NO3N;COL-BRU;;1.5;mg/l;Fair;
KEN00002;1987-04-23;12:00;0.3;EC;EC-CND-Pt;;150.0;µS/cm;Fair;
KEN00002;1987-09-22;12:00;0.3;EC;EC-CND-Pt;;130.0;µS/cm;Fair;
KEN00002;1987-09-22;12:00;0.3;TEMP;TEMP-THERMISTOR;;26.0;°C;Fair;
KEN00002;1987-09-22;12:00;0.3;NO2N;COL-AZO;;0.032;mg/l;Fair;
KEN00002;1987-09-22;12:00;0.3;NO3N;COL-BRU;;1.0;mg/l;Fair;
KEN00002;1987-09-22;12:00;0.3;O2-Dis;O2-ISE;;6.8;mg/l;Fair;
KEN00002;1987-09-22;12:00;0.3;F-Dis;F-ISE;;7.0;mg/l;Fair;
KEN00002;1987-09-22;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;124.0;mg/l;Fair;
KEN00002;1987-09-22;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00002;1987-09-22;12:00;0.3;TRP;COL-SnCl;;0.28;mg/l;Fair;
KEN00002;1987-09-22;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.6;mg/l;Fair;
KEN00003;1977-05-15;12:00;0.0;Fe-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00003;1977-05-15;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;54.0;mg/l;Fair;
KEN00003;1977-05-15;12:00;0.0;SO4-Dis;SO4-TURB;;49.0;mg/l;Fair;
KEN00003;1977-05-15;12:00;0.0;pH;pH-POT-25;;8.9;---;Fair;
KEN00003;1977-05-15;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;135.0;mg/l;Fair;
KEN00003;1977-05-15;12:00;0.0;F-Dis;F-ISE;;1.5;mg/l;Fair;
KEN00003;1982-12-22;12:00;0.3;EC;EC-CND-Pt;;580.0;µS/cm;Fair;
KEN00003;1982-12-22;12:00;0.3;TEMP;TEMP-THERMISTOR;;24.0;°C;Fair;
KEN00003;1982-12-22;12:00;0.3;F-Dis;F-ISE;;0.6;mg/l;Fair;
KEN00003;1982-12-22;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;132.0;mg/l;Fair;
KEN00003;1982-12-22;12:00;0.3;pH;pH-POT-25;;7.2;---;Fair;
KEN00003;1982-12-22;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;13.0;mg/l;Fair;
KEN00003;1982-12-22;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;104.0;mg/l;Fair;
KEN00003;1982-12-22;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;5.7;mg/l;Fair;
KEN00003;1982-12-22;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;1.8;mg/l;Fair;
KEN00003;1982-12-22;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;40.0;mg/l;Fair;
KEN00003;1983-05-11;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;20.0;mg/l;Fair;
KEN00003;1983-05-11;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;30.0;mg/l;Fair;
KEN00003;1983-05-11;12:00;0.3;SO4-Dis;SO4-TURB;;5.0;mg/l;Fair;
KEN00003;1983-05-11;12:00;0.3;TRP;COL-SnCl;;0.6;mg/l;Fair;
KEN00003;1983-05-11;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;12.0;mg/l;Fair;
KEN00003;1983-05-11;12:00;0.3;pH;pH-POT-25;;8.0;---;Fair;
KEN00003;1983-05-11;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;34.0;mg/l;Fair;
KEN00003;1983-05-11;12:00;0.3;F-Dis;F-ISE;;0.77;mg/l;Fair;
KEN00003;1983-05-11;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00003;1983-05-11;12:00;0.3;EC;EC-CND-Pt;;310.0;µS/cm;Fair;
KEN00003;1983-05-30;12:00;0.3;EC;EC-CND-Pt;;300.0;µS/cm;Fair;
KEN00003;1983-05-30;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.5;°C;Fair;
KEN00003;1983-05-30;12:00;0.3;F-Dis;F-ISE;;0.67;mg/l;Fair;
KEN00003;1983-05-30;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;116.0;mg/l;Fair;
KEN00003;1983-05-30;12:00;0.3;pH;pH-POT-25;;8.1;---;Fair;
KEN00003;1983-05-30;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;12.0;mg/l;Fair;
KEN00003;1983-05-30;12:00;0.3;TRP;COL-SnCl;;0.18;mg/l;Fair;
KEN00003;1983-05-30;12:00;0.3;SO4-Dis;SO4-TURB;;13.0;mg/l;Fair;
KEN00003;1983-05-30;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;37.0;mg/l;Fair;
KEN00003;1983-05-30;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;22.0;mg/l;Fair;
KEN00003;1983-06-20;12:00;0.3;EC;EC-CND-Pt;;520.0;µS/cm;Fair;
KEN00003;1983-06-20;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00003;1983-06-20;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;269.0;mg/l;Fair;
KEN00003;1983-06-20;12:00;0.3;pH;pH-POT-25;;8.5;---;Fair;
KEN00003;1983-06-20;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;24.0;mg/l;Fair;
KEN00003;1983-06-20;12:00;0.3;TRP;COL-SnCl;;0.12;mg/l;Fair;
KEN00003;1983-06-20;12:00;0.3;SO4-Dis;SO4-TURB;;32.0;mg/l;Fair;
KEN00003;1983-06-20;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;25.0;mg/l;Fair;
KEN00003;1983-06-20;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;27.0;mg/l;Fair;
KEN00003;1983-08-18;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;23.0;mg/l;Fair;
KEN00003;1983-08-18;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;49.0;mg/l;Fair;
KEN00003;1983-08-18;12:00;0.3;SO4-Dis;SO4-TURB;;30.0;mg/l;Fair;
KEN00003;1983-08-18;12:00;0.3;TRP;COL-SnCl;;0.06;mg/l;Fair;
KEN00003;1983-08-18;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;11.0;mg/l;Fair;
KEN00003;1983-08-18;12:00;0.3;pH;pH-POT-25;;7.8;---;Fair;
KEN00003;1983-08-18;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;168.0;mg/l;Fair;
KEN00003;1983-08-18;12:00;0.3;F-Dis;F-ISE;;0.89;mg/l;Fair;
KEN00003;1983-08-18;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00003;1983-08-18;12:00;0.3;EC;EC-CND-Pt;;440.0;µS/cm;Fair;
KEN00003;1983-11-04;12:00;0.3;EC;EC-CND-Pt;;700.0;µS/cm;Fair;
KEN00003;1983-11-04;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.5;°C;Fair;
KEN00003;1983-11-04;12:00;0.3;F-Dis;F-ISE;;1.1;mg/l;Fair;
KEN00003;1983-11-04;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;210.0;mg/l;Fair;
KEN00003;1983-11-04;12:00;0.3;pH;pH-POT-25;;8.2;---;Fair;
KEN00003;1983-11-04;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;26.0;mg/l;Fair;
KEN00003;1983-11-04;12:00;0.3;TRP;COL-SnCl;;0.04;mg/l;Fair;
KEN00003;1983-11-04;12:00;0.3;SO4-Dis;SO4-TURB;;33.0;mg/l;Fair;
KEN00003;1983-11-04;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;67.0;mg/l;Fair;
KEN00003;1983-11-04;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;13.0;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;24.0;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;26.0;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;51.0;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;SO4-Dis;SO4-TURB;;64.0;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;TRP;COL-SnCl;;0.09;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;15.0;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;pH;pH-POT-25;;7.8;---;Fair;
KEN00003;1984-01-18;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;144.0;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;F-Dis;F-ISE;;0.9;mg/l;Fair;
KEN00003;1984-01-18;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00003;1984-01-18;12:00;0.3;EC;EC-CND-Pt;;540.0;µS/cm;Fair;
KEN00003;1984-03-27;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.02;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.01;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;31.0;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;81.0;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;SO4-Dis;SO4-TURB;;50.0;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;23.0;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;pH;pH-POT-25;;8.7;---;Fair;
KEN00003;1984-03-27;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;236.0;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;F-Dis;F-ISE;;1.04;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;NO3N;COL-BRU;;0.09;mg/l;Fair;
KEN00003;1984-03-27;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00003;1984-03-27;12:00;0.3;EC;EC-CND-Pt;;820.0;µS/cm;Fair;
KEN00003;1984-03-28;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.03;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.01;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;32.0;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;84.0;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;SO4-Dis;SO4-TURB;;46.0;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;TRP;COL-SnCl;;0.03;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;22.0;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;pH;pH-POT-25;;8.7;---;Fair;
KEN00003;1984-03-28;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;240.0;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;F-Dis;F-ISE;;1.0;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;NO3N;COL-BRU;;0.04;mg/l;Fair;
KEN00003;1984-03-28;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00003;1984-03-28;12:00;0.3;EC;EC-CND-Pt;;840.0;µS/cm;Fair;
KEN00003;1984-05-29;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;43.0;mg/l;Fair;
KEN00003;1984-05-29;12:00;0.3;K-Dis;FPD;;24.0;mg/l;Fair;
KEN00003;1984-05-29;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;66.0;mg/l;Fair;
KEN00003;1984-05-29;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;21.0;mg/l;Fair;
KEN00003;1984-05-29;12:00;0.3;Na-Dis;FAAS-AAc-D;;95.0;mg/l;Fair;
KEN00003;1984-05-29;12:00;0.3;pH;pH-POT-25;;8.1;---;Fair;
KEN00003;1984-05-29;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;10.0;mg/l;Fair;
KEN00003;1984-05-29;12:00;0.3;F-Dis;F-ISE;;1.05;mg/l;Fair;
KEN00003;1984-05-29;12:00;0.3;O2-Dis;O2-ISE;;0.7;mg/l;Fair;
KEN00003;1984-05-29;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00003;1984-05-29;12:00;0.3;EC;EC-CND-Pt;;700.0;µS/cm;Fair;
KEN00003;1984-09-14;12:00;0.3;EC;EC-CND-Pt;;780.0;µS/cm;Fair;
KEN00003;1984-09-14;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00003;1984-09-14;12:00;0.3;NO2N;COL-AZO;;1.82;mg/l;Fair;
KEN00003;1984-09-14;12:00;0.3;NO3N;COL-BRU;;0.08;mg/l;Fair;
KEN00003;1984-09-14;12:00;0.3;F-Dis;F-ISE;;16.0;mg/l;Suspect;
KEN00003;1984-09-14;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;21.0;mg/l;Fair;
KEN00003;1984-09-14;12:00;0.3;pH;pH-POT-25;;8.1;---;Fair;
KEN00003;1984-09-14;12:00;0.3;Na-Dis;FAAS-AAc-D;;100.0;mg/l;Fair;
